,zipcode,% Foreign,% Uninsured,% Vehicle Access,% Food Stamps,% Teen Birth Rate,Urban
149,10710,7.698717484240272,5.633649735526412,5.307698017964517,36.93572929497864,9.8,1
150,10801,20.39664088817194,14.857427527636759,14.61627848229172,34.039474308487925,18.1,1
151,10803,6.926751592356688,4.036624203821656,5.110220440881764,30.90764331210191,2.1,1
152,10804,3.6422030886975536,1.1548448817821508,0.254957507082153,34.112341123411234,0.0,1
153,10805,15.559638977463115,9.879479003404851,10.320861809336268,40.72312597957089,9.4,1
154,10901,5.309069660670311,4.9209065486873405,1.046099290780142,36.3537710255019,3.4,1
155,10913,2.079630287948809,6.718805545680769,0.0,28.49271240668325,1.0,1
156,10916,2.6963657678780764,2.8370457209847597,0.0,28.675263774912075,2.0,1
157,10917,9.840674789128398,4.826616682286786,0.0,30.17806935332709,4.3,1
158,10918,3.0740378343118064,5.348988910632746,1.1980033277870217,31.156229615133725,4.8,1
159,10919,0.4507888805409466,11.194590533433509,0.0,33.50864012021037,8.5,1
160,10920,5.621268446547257,4.866508955728286,1.3911430558775797,33.2094175960347,3.1,1
161,10921,2.6970954356846475,3.034232365145228,1.6498137307078231,34.621369294605806,13.3,1
162,10923,12.278308321964527,10.766257389722602,4.40319447442262,30.547976352887677,9.5,1
163,10924,2.8458320884374064,4.989542874215715,2.8695792358536183,34.135046310128466,4.8,1
164,10925,0.9111056390051708,6.9687269145530655,0.7200720072007201,42.994336370352144,2.3,1
165,10926,6.82110682110682,9.234234234234236,4.545454545454546,39.44658944658945,12.0,1
166,10927,21.16336633663366,12.054455445544555,10.739406416194887,29.876237623762368,38.0,1
167,10928,4.470529470529471,4.395604395604397,3.905903240124279,45.82917082917083,13.3,1
168,10930,6.386612021857923,6.4549180327868845,1.8837583275901681,30.1115664845173,5.6,1
169,10931,12.739571589627962,12.852311161217587,3.0,35.062006764374296,9.8,1
170,10940,7.7448469325527505,8.413627678172135,6.408472826818651,35.91494897751757,26.1,1
171,10941,3.730554296933998,6.9777979157227,1.880104792726152,35.70457634798369,11.0,1
172,10950,3.1300289668490517,3.7717251367878974,14.152187625437238,25.45663018989379,22.0,1
173,10952,5.423842809444885,7.040426605174027,15.032999266682966,21.76022675410151,18.5,1
